"Key","Administration","Party","Department","Name","LastName","ServiceStart","ServiceEnd","DeptScandalFlag","ScandalFlag","ScandalDesc","EduDesc","Bachelors","Masters","MD","Law","Doctorate","MilitaryService","MilitaryDatesServed","MilitaryBranch","Gender","ForeignBorn","Minority","DiedOffice","SenateVotesFor","SenateVotesAgainst","NotesDiscrepancies","","","","","","","","","",""
"700","Carter","Democrat","Secretary of Health and Human Services","Patricia Roberts Harris","Harris","1979-07-27","1980-05-04","","","","Howard University (AB); University of Chicago; American University (MS); George Washington University (JD)","1","1","","1","","","","","0","0","1","0","vv","vv","","","","","","","","","","",""
"701","Carter","Democrat","Secretary of Housing and Urban Development","Patricia Roberts Harris","Harris","1977-01-21","1979-07-27","","","","Howard University (BA); University of Chicago (MA); George Washington University (JD)","1","1","","1","","","","","0","0","1","0","vv","vv","","","","","","","","","","",""
"702","Carter","Democrat","Secretary of Housing and Urban Development","Maurice Moon Landrieu","Landrieu","1979-09-12","1981-01-20","","","","Loyola University, New Orleans (BA, LLB)","1","","","1","","capt.","1955-1957","Army","1","0","0","0","97","0","","","","","","","","","","",""
"703","Carter","Democrat","Secretary of Transportation","Brock Adams","Adams","1977-01-21","1979-07-18","","","","University of Washington, Seattle (BA); Harvard University Law School (LLB)","1","","","1","","n.a.","World War II","Navy","1","0","0","0","vv","vv","Referred to as Brockman in Sobel et al.","","","","","","","","","",""
"704","Carter","Democrat","Secretary of Transportation","Neil E. Goldschmidt","Goldschmidt","1979-09-21","1981-01-20","","","","University of Oregon (AB); University of California, Berkeley Law School (LLB)","1","","","1","","","","","1","0","0","0","83","0","","","","","","","","","","",""
"705","Carter","Democrat","Secretary of Energy","James R. Schlesinger","Schlesinger","1977-10-01","1979-07-20","","","","Harvard University (AB, AM, PHD)","1","1","","","1","","","","1","0","0","0","vv","vv","","","","","","","","","","",""
"706","Carter","Democrat","Secretary of Energy","Charles W. Duncan Jr.","Duncan","1979-08-24","1981-01-20","","","","Rice University (BS); University of Texas, Austin","1","","","","","","","","1","0","0","0","95","1","","","","","","","","","","",""
"707","Carter","Democrat","Secretary of Education","Shirley Mount Hufstedler","Hufstedler","1977-12-06","1981-01-20","","","","University of New Mexico, Albuquerque (BA); Stanford University (LLB)","1","","","1","","","","","0","0","0","0","81","2","","","","","","","","","","",""
"708","Carter","Democrat","Director of the Office of Management and Budget","James T. McIntyre","McIntyre","1977-09-24","1981-01-20","","","","Young Harris College; University of Georgia (BA, LLB)","1","","","1","","","","","1","0","0","0","nr","nr","","","","","","","","","","",""
"709","Carter","Democrat","Director of the Office of Management and Budget","Bert Lance","Lance","1977-01-21","1977-09-23","","","","Emory University; University of Georgia (BA)","1","","","","","","","","1","0","0","0","nr","nr","","","","","","","","","","",""
"710","Reagan","Republican","President","Ronald Reagan","Reagan","1981-01-20","1989-01-20","","","","Eureka College (AB)","1","","","","","capt.","World War II","Army","1","0","0","0","eo","eo","","","","","","","","","","",""
"711","Reagan","Republican","Vice President","George H.W. Bush","Bush","1981-01-20","1989-01-20","1","","Chief of Staff perjury","Yale University (BA)","1","","","","","lt.","1942-1945","Navy","1","0","0","0","eo","eo","","","","","","","","","","",""
"712","Reagan","Republican","Secretary of State","Alexander M. Haig Jr.","Haig","1981-01-22","1982-07-05","","","","University of Notre Dame; United States Military Academy (BS); Columbia University (MBA); Georgetown University (MA)","1","2","","","","gen.","1947-1979","Army","1","0","0","0","93","6","MBA not listed in Sobel et al.","","","","","","","","","",""
"713","Reagan","Republican","Secretary of State","George P. Shultz","Shultz","1982-07-16","1989-01-20","1","","Iran-Contra Affair","Princeton University (BA); Massachusetts Institute of Technology (PHD)","1","","","","1","capt.","World War II","Marines","1","0","0","0","83","0","Listed as ""Schultz"" in CRS_1985_GOV_0034","","","","","","","","","",""
"714","Reagan","Republican","Secretary of the Treasury","Donald T. Regan","Regan","1981-01-22","1985-01-20","","","","Harvard University (BA)","1","","","","","lt. col.","World War II","Marines","1","0","0","0","98","0","","","","","","","","","","",""
"715","Reagan","Republican","Secretary of the Treasury","James A. Baker III","Baker","1985-01-22","1988-09-15","","","","Princeton University (AB); University of Texas (JD)","1","","","1","","capt.","1952-1954","Marines","1","0","0","0","95","0","","","","","","","","","","",""
"716","Reagan","Republican","Secretary of the Treasury","Nicholas F. Brady","Brady","1988-09-15","1989-01-20","","","","Yale University (BA); Harvard University (MBA)","1","1","","","","","","","1","0","0","0","92","2","","","","","","","","","","",""
"717","Reagan","Republican","Secretary of Defense","Caspar W. Weinberger","Weinberger","1981-01-21","1987-11-05","1","1","Bribery, theft, illegal gratuity, Iran-Contra Affair","Harvard University (AB, LLB)","1","","","1","","capt.","World War II","Army","1","0","0","0","61","10","","","","","","","","","","",""
"718","Reagan","Republican","Secretary of Defense","Frank C. Carlucci","Carlucci","1987-11-05","1989-01-20","","","","Princeton University (AB); Harvard University","1","","","","","","","","1","0","0","0","91","1","","","","","","","","","","",""
"719","Reagan","Republican","Attorney General","William French Smith","Smith","1981-01-23","1985-01-20","","","","University of California, Berkeley (AB); Harvard University Law School (LLB)","1","","","1","","","","","1","0","0","0","96","1","","","","","","","","","","",""
"720","Reagan","Republican","Attorney General","Edwin Meese III","Meese","1985-02-23","1988-07-05","1","1","Wedtech scandal, Inslaw Affair","Yale University (BA); University of California, Berkeley Law School (LLB)","1","","","1","","lt.","1956-1957","Army","1","0","0","0","63","31","","","","","","","","","","",""
"721","Reagan","Republican","Attorney General","Richard L. Thornburgh","Thornburgh","1988-08-12","1989-01-20","","1","Inslaw Affair","Yale University (BS); University of Pittsburgh (LLB)","1","","","1","","","","","1","0","0","0","85","0","","","","","","","","","","",""
"722","Reagan","Republican","Secretary of the Interior","James G. Watt","Watt","1981-01-22","1983-10-09","1","1","25 counts of perjury and obstruction of justice","University of Wyoming (BS, JD)","1","","","1","","","","","1","0","0","0","83","12","","","","","","","","","","",""
"723","Reagan","Republican","Secretary of the Interior","William P. Clark","Clark","1983-11-18","1985-02-06","1","","Waste, fraud, and abuse","Stanford University; Loyola Marymount University","","","","1","","","","","1","0","0","0","71","18","","","","","","","","","","",""
"724","Reagan","Republican","Secretary of the Interior","Donald P. Hodel","Hodel","1985-02-06","1989-01-20","","","","Harvard University (BA); University of Virginia (JD)","1","","","1","","","","","1","0","0","0","93","1","","","","","","","","","","",""
"725","Reagan","Republican","Secretary of Agriculture","John R. Block","Block","1981-01-22","1986-01-08","","","","United States Military Academy (BS)","1","","","","","capt.","1957-1960","Army","1","0","0","0","98","0","","","","","","","","","","",""
"726","Reagan","Republican","Secretary of Agriculture","Richard E. Lyng","Lyng","1986-03-06","1989-01-20","","","","University of Notre Dame (PHB)","1","","","","","","","","1","0","0","0","95","2","","","","","","","","","","",""
"727","Reagan","Republican","Secretary of Commerce","Malcolm Baldrige","Baldrige","1981-01-23","1987-07-25","","","","Yale University (BA)","1","","","","","capt.","World War II","Army","1","0","0","1","97","1","","","","","","","","","","",""
"728","Reagan","Republican","Secretary of Commerce","C. William Verity Jr.","Verity","1987-10-19","1989-01-20","","","","Yale University (BA)","1","","","","","lt.","World War II","Navy","1","0","0","0","84","11","","","","","","","","","","",""
"729","Reagan","Republican","Secretary of Labor","Raymond J. Donovan","Donovan","1981-01-22","1985-03-15","","","","Notre Dame Seminary (BA)","1","","","","","","","","1","0","0","0","80","17","","","","","","","","","","",""
"730","Reagan","Republican","Secretary of Labor","William E. Brock","Brock","1985-04-29","1987-12-11","","","","Washington and Lee University (BS)","1","","","","","lt. (jg)","Korean War","Navy","1","0","0","0","vv","vv","","","","","","","","","","",""
"731","Reagan","Republican","Secretary of Labor","Ann Dore McLaughlin","McLaughlin","1987-12-11","1989-01-20","","","","Fordham University (BA); University of Pennsylvania","1","","","","","","","","0","0","0","0","94","0","","","","","","","","","","",""
"732","Reagan","Republican","Secretary of Health and Human Services","Richard S. Schweiker","Schweiker","1983-01-11","1983-03-09","","","","Slippery Rock University; Pennsylvania State University (BA); University Park","1","","","","","","","","1","0","0","0","99","0","","","","","","","","","","",""
"733","Reagan","Republican","Secretary of Health and Human Services","Margaret M. Heckler","Heckler","1983-03-09","1985-12-13","","","","Albertus Magnus College (BA); Boston College (LLB)","1","","","1","","","","","0","0","0","0","82","3","","","","","","","","","","",""
"734","Reagan","Republican","Secretary of Health and Human Services","Otis R. Bowen","Bowen","1985-12-13","1989-01-20","","","","Indiana University, Bloomington (AB); Indiana University, Indianapolis (MD)","1","","1","","","capt.","World War II","Army","1","0","0","0","93","2","","","","","","","","","","",""
"735","Reagan","Republican","Secretary of Housing and Urban Development","Samuel R. Pierce Jr.","Pierce","1981-01-22","1989-01-20","1","1","Bribery, perjury, conspiracy, obstruction","Cornell University (BA, JD); New York University (LLM); Yale University","1","1","","1","","lt.","World War II","Army","1","0","1","0","98","0","","","","","","","","","","",""
"736","Reagan","Republican","Secretary of Transportation","Andrew L. Lewis Jr.","Lewis","1981-01-23","1983-02-01","","","","Haverford College (BA); Harvard University (MBA); Massachusetts Institute of Technology","1","1","","","","","","","1","0","0","0","nr","nr","Missing in Sobel et al.","","","","","","","","","",""
"737","Reagan","Republican","Secretary of Transportation","Elizabeth H. Dole","Dole","1983-02-07","1987-10-04","","","","Duke University (BA); Harvard University (MED, JD)","1","1","","1","","","","","0","0","0","0","97","0","","","","","","","","","","",""
"738","Reagan","Republican","Secretary of Transportation","James H. Burnley 4th","Burnley","1987-12-03","1989-01-20","","","","Yale University (BA); Harvard University Law School (JD)","1","","","1","","","","","1","0","0","0","74","0","","","","","","","","","","",""
"739","Reagan","Republican","Secretary of Energy","James B. Edwards","Edwards","1981-01-22","1982-11-05","","","","College of Charleston (BS); University of Louisville (DMD); University of Pennsylvania","1","","1","","","deck off.","World War II","Militia/National Guard","1","0","0","0","93","3","","","","","","","","","","",""
"740","Reagan","Republican","Secretary of Energy","Donald P. Hodel","Hodel","1982-11-08","1985-02-06","","","","Harvard University (BA); University of Virginia (JD)","1","","","1","","","","","1","0","0","0","86","8","","","","","","","","","","",""
"741","Reagan","Republican","Secretary of Energy","John S. Herrington","Herrington","1985-02-06","1989-01-20","","","","Stanford University (AB); University of California, Hastings Law School (JD)","1","","","1","","","","","1","0","0","0","93","1","Misspelled ""Harrington"" in RSC-1985-GOV-0034","","","","","","","","","",""
"742","Reagan","Republican","Secretary of Education","Terrel H. Bell","Bell","1981-01-23","1985-01-20","","","","Idaho State University (BA); University of Idaho (MS); University of Utah (EDD)","1","1","","","1","sgt.","World War II","Marines","1","0","0","0","90","2","","","","","","","","","","",""
"743","Reagan","Republican","Secretary of Education","William J. Bennett","Bennett","1985-02-06","1988-09-20","","","","Williams College (BA); University of Texas, Austin (PHD); Harvard University (JD)","1","","","1","1","","","","1","0","0","0","93","0","MA not listed in Sobel et al.","","","","","","","","","",""
"744","Reagan","Republican","Secretary of Education","Lauro F. Cavazos","Cavazos","1988-09-20","1989-01-20","","","","Texas Tech University, Lubbock (BA, MA); Iowa State University (PHD)","1","1","","","1","n.a.","1945-1946","Army","1","0","1","0","94","0","","","","","","","","","","",""
"745","Reagan","Republican","Director of the Office of Management and Budget","Joseph R. Wright, Jr.","Wright","1988-10-16","1989-01-20","","","","Colorado School of Mines (BS); Yale University (MS)","1","1","","","","","","","1","0","0","0","nr","nr","","","","","","","","","","",""
"746","Reagan","Republican","Director of the Office of Management and Budget","James C. Miller III","Miller","1985-10-08","1988-10-15","","","","University of Georgia (BBA); University of Virginia (MA, PHD)","1","1","","","1","","","","1","0","0","0","nr","nr","","","","","","","","","","",""
"747","Reagan","Republican","Director of the Office of Management and Budget","David A. Stockman","Stockman","1981-01-21","1985-08-01","","","","Michigan State University (BA); Harvard University","1","","","","","","","","1","0","0","0","nr","nr","","","","","","","","","","",""
"748","George H.W. Bush","Republican","President","George H.W. Bush","Bush","1989-01-20","1993-01-20","","1","Perjury about Iran Contra Affair, Iran-Contra Affair pardons","Yale University (BA)","1","","","","","lt.","1942-1945","Navy","1","0","0","0","eo","eo","","","","","","","","","","",""
"749","George H.W. Bush","Republican","Vice President","Dan Quale","Quale","1989-01-20","1993-01-20","","","","DePauw University (BA); Indiana University; Indianapolis (JD)","1","","","1","","cpl.","1969-1975","Militia/National Guard","1","0","0","0","eo","eo","","","","","","","","","","",""
"750","George H.W. Bush","Republican","Secretary of State","James A. Baker III","Baker","1989-01-25","1992-08-23","","","","Princeton University (AB); University of Texas (JD)","1","","","1","","capt.","1952-1954","Marines","1","0","0","0","95","0","","","","","","","","","","",""
"751","George H.W. Bush","Republican","Secretary of State","Lawrence Eagleburger","Eagleburger","1992-12-08","1993-01-20","","","","University of Wisconsin (BA, MA)","1","1","","","","1st lt.","1952-1954","Army","1","0","0","0","nr","nr","","","","","","","","","","",""
"752","George H.W. Bush","Republican","Secretary of the Treasury","Nicholas F. Brady","Brady","1989-01-20","1993-01-20","1","","Obstruction of justice and tax evasion","Yale University (BA); Harvard University (MBA)","1","1","","","","","","","1","0","0","0","pa","pa","","","","","","","","","","",""
"753","George H.W. Bush","Republican","Secretary of Defense","Richard Cheney","Cheney","1989-03-17","1993-01-20","","","","Yale University; University of Wyoming (BA, MA); University of Wisconsin, Madison","1","1","","","","","","","1","0","0","0","92","0","","","","","","","","","","",""
"754","George H.W. Bush","Republican","Attorney General","Richard L. Thornburgh","Thornburgh","1989-01-20","1991-08-09","","","","Yale University (BS); University of Pittsburgh (LLB)","1","","","1","","","","","1","0","0","0","pa","pa","","","","","","","","","","",""
"755","George H.W. Bush","Republican","Attorney General","William P. Barr","Barr","1991-11-26","1993-01-20","","","","Columbia University (AB, MA); George Washington University Law School (JD)","1","1","","1","","","","","1","0","0","0","vv","vv","","","","","","","","","","",""
"756","George H.W. Bush","Republican","Secretary of the Interior","Manuel Lujan Jr.","Lujan","1989-02-02","1993-01-20","","","","Saint Mary's College, California; College of Santa Fe (BA)","1","","","","","","","","1","0","1","0","100","0","","","","","","","","","","",""
"757","George H.W. Bush","Republican","Secretary of Agriculture","Clayton K. Yeutter","Yeutter","1989-01-20","1991-03-01","","","","University of Nebraska, Lincoln (BS, JD, PHD); University of Wisconsin, Madison","1","","","1","1","lt. col.","1952-1957","Air Force","1","0","0","0","100","0","","","","","","","","","","",""
"758","George H.W. Bush","Republican","Secretary of Agriculture","Edward Madigan","Madigan","1991-03-12","1993-01-20","","","","Lincoln College, Illinois (AA)","","","","","","","","","1","0","0","0","99","0","","","","","","","","","","",""
"759","George H.W. Bush","Republican","Secretary of Commerce","Robert A. Mosbacher Sr.","Mosbacher","1989-01-20","1991-12-16","","","","Washington and Lee University (BS)","1","","","","","","","","1","0","0","0","100","0","","","","","","","","","","",""
"760","George H.W. Bush","Republican","Secretary of Commerce","Barbara H. Franklin","Franklin","1991-12-16","1993-01-20","","","","Pennsylvania State University, University Park (BA); Harvard University (MBA)","1","1","","","","","","","0","0","0","0","vv","vv","","","","","","","","","","",""
"761","George H.W. Bush","Republican","Secretary of Labor","Elizabeth H. Dole","Dole","1989-01-20","1990-10-01","","","","Duke University (BA); Harvard University (MED, JD)","1","1","","1","","","","","0","0","0","0","99","0","","","","","","","","","","",""
"762","George H.W. Bush","Republican","Secretary of Labor","Lynn Martin","Martin","1991-02-07","1993-01-20","","","","University of Illinois, Urbana-Champaign (BA)","1","","","","","","","","0","0","0","0","94","0","","","","","","","","","","",""
"763","George H.W. Bush","Republican","Secretary of Health and Human Services","Louis W. Sullivan","Sullivan","1989-03-01","1993-01-20","","","","Morehouse College (BS); Boston University (MD)","1","","1","","","","","","1","0","1","0","98","1","","","","","","","","","","",""
"764","George H.W. Bush","Republican","Secretary of Housing and Urban Development","Jack F. Kemp","Kemp","1989-02-02","1993-01-20","","","","Occidental College (BA); Long Beach State University; California Western University","1","","","","","pvt.","1958","Army","1","0","0","0","100","0","","","","","","","","","","",""
"765","George H.W. Bush","Republican","Secretary of Transportation","Samuel K. Skinner","Skinner","1989-01-20","1991-12-13","","","","University of Illinois, Urbana-Champaign (BS); DePaul University (JD)","1","","","1","","lt.","1960-1961","Army","1","0","0","0","100","0","","","","","","","","","","",""
"766","George H.W. Bush","Republican","Secretary of Transportation","Andrew Card","Card","1992-03-11","1993-01-20","","","","University of South Carolina, Columbia (BS); United States Merchant Marine Academy; Harvard University","1","","","","","","","","1","0","0","0","uc","uc","","","","","","","","","","",""
"767","George H.W. Bush","Republican","Secretary of Energy","James D. Watkins","Watkins","1989-03-01","1993-01-20","","","","Webb School of California, Claremont; United States Naval Academy (BS); Naval Postgraduate School (MS)","1","1","","","","adm.","1949-1986","Navy","1","0","0","0","99","0","","","","","","","","","","",""
"768","George H.W. Bush","Republican","Secretary of Education","Lauro F. Cavazos","Cavazos","1989-01-20","1991-03-22","","","","Texas Tech University, Lubbock (BA, MA); Iowa State University (PHD)","1","1","","","1","n.a.","1945-1946","Army","1","0","1","0","94","0","","","","","","","","","","",""
"769","George H.W. Bush","Republican","Secretary of Education","Lamar Alexander","Alexander","1991-03-22","1993-01-20","","","","Vanderbilt University (BA); New York University (JD)","1","","","1","","","","","1","0","0","0","vv","vv","","","","","","","","","","",""
"770","George H.W. Bush","Republican","Secretary of Veterans' Affairs","Edward J. Derwinski","Derwinski","1989-01-20","1993-01-20","","","","Loyola University, Chicago (BS)","1","","","","","sgt.","1944-1946","Army","1","0","0","0","94","0","","","","","","","","","","",""
"771","George H.W. Bush","Republican","Director of the Office of Management and Budget","Richard G. Darman","Darman","1989-01-25","1993-01-20","","","","Harvard University (BA, MBA)","1","1","","","","","","","1","0","0","0","nr","nr","","","","","","","","","","",""
"772","Clinton","Democrat","President","Bill Clinton","Clinton","1993-01-20","2001-01-20","","1","Impeached for perjury and obstruction of justice","Georgetown University (BS); Oxford University; Yale University (JD)","1","","","1","","","","","1","0","0","0","eo","eo","Bachelor of Science in Foreign Service degree listed as BA in Sobel et al.","","","","","","","","","",""
"773","Clinton","Democrat","Vice President","Al Gore","Gore","1993-01-20","2001-01-20","1","","Chief of Staff purjury","Harvard University (BA); Vanderbilt University","1","","","","","pvt.","1969-1971","Army","1","0","0","0","eo","eo","","","","","","","","","","",""
"774","Clinton","Democrat","Secretary of State","Warren M. Christopher","Christopher","1993-01-20","1997-01-17","","","","University of Southern California (BS); Stanford University Law School (LLB)","1","","","1","","lt. (jg)","1943-1946","Navy","1","0","0","0","vv","vv","","","","","","","","","","",""
"775","Clinton","Democrat","Secretary of State","Madeleine Albright","Albright","1997-01-23","2001-01-20","","","","Wellesley College (BA); Johns Hopkins University; Columbia University (MA, PHD)","1","1","","","1","","","","0","1","0","0","99","0","","","","","","","","","","",""
"776","Clinton","Democrat","Secretary of the Treasury","Lloyd Bentsen","Bentsen","1993-01-20","1994-12-22","","","","University of Texas, Austin (LLB)","","","","1","","maj.","1942-1945","Air Force","1","0","0","0","vv","vv","","","","","","","","","","",""
"777","Clinton","Democrat","Secretary of the Treasury","Robert E. Rubin","Rubin","1995-01-11","1999-07-02","","","","Harvard University (AB); London School of Economics; Yale University (LLB)","1","","","1","","","","","1","0","0","0","99","0","","","","","","","","","","",""
"778","Clinton","Democrat","Secretary of the Treasury","Lawrence H. Summers","Summers","1999-07-02","2001-01-20","","","","Massachusetts Institute of Technology (SB); Harvard University (PHD)","1","","","","1","","","","1","0","0","0","97","2","","","","","","","","","","",""
"779","Clinton","Democrat","Secretary of Defense","Les Aspin","Aspin","1994-05-26","1995-05-21","","","","Yale University (BA); Oxford University (MPHIL); Massachusetts Institute of Technology (PHD)","1","1","","","1","capt.","1966-1968","Army","1","0","0","0","vv","vv","","","","","","","","","","",""
"780","Clinton","Democrat","Secretary of Defense","William J. Perry","Perry","1994-02-03","1997-01-23","","","","Stanford University (BS, MA); Pennsylvania State University (PHD)","1","1","","","1","sgt.","1946-1947","Army","1","0","0","0","97","0","","","","","","","","","","",""
"781","Clinton","Democrat","Secretary of Defense","William S. Cohen","Cohen","1997-01-24","2001-01-20","","","","Bowdoin College (AB); Boston University (LLB)","1","","","1","","","","","1","0","0","0","99","0","","","","","","","","","","",""
"782","Clinton","Democrat","Attorney General","Janet Reno","Reno","1993-03-11","2001-01-20","","","","Cornell University (BS); Harvard University (JD)","1","","","1","","","","","0","0","0","0","98","0","BS in Chemistry mislabeled as BA in Sobel et al.","","","","","","","","","",""
"783","Clinton","Democrat","Secretary of the Interior","Bruce Babbitt","Babbitt","1993-01-22","2001-01-02","","","","University of Notre Dame (BS); Newcastle University (MS); Harvard University (LLB)","1","1","","1","","","","","1","0","0","0","uc","uc","","","","","","","","","","",""
"784","Clinton","Democrat","Secretary of Agriculture","Mike Espy","Espy","1993-01-22","1994-12-31","","","","Howard University (BA); Santa Clara University (JD)","1","","","1","","","","","1","0","1","0","uc","uc","JD listed as LLB in Sobel et al.","","","","","","","","","",""
"785","Clinton","Democrat","Secretary of Agriculture","Dan Glickman","Glickman","1995-03-30","2001-01-19","","","","University of Michigan, Ann Arbor (BA); George Washington University (JD)","1","","","1","","","","","1","0","0","0","94","0","","","","","","","","","","",""
"786","Clinton","Democrat","Secretary of Commerce","Ronald H. Brown","Brown","1993-01-22","1996-04-03","","","","Middlebury College (BA); St. John's University, New York (JD)","1","","","1","","capt.","1963-1967","Army","1","0","1","1","uc","uc","","","","","","","","","","",""
"787","Clinton","Democrat","Secretary of Commerce","Mickey Kantor","Kantor","1996-04-12","1997-01-21","","","","Vanderbilt University (BA); Georgetown University (JD)","1","","","1","","lt.","1961-1965","Navy","1","0","0","0","R","R","Listed as Rickey Kantor in Sobel et al.","","","","","","","","","",""
"788","Clinton","Democrat","Secretary of Commerce","William M. Daley","Daley","1997-01-30","2000-07-19","","","","Loyola University, Chicago (BA); John Marshall Law School, Chicago (LLB)","1","","","1","","","","","1","0","0","0","95","2","","","","","","","","","","",""
"789","Clinton","Democrat","Secretary of Commerce","Norman Y. Mineta","Mineta","2001-01-25","2006-08-07","","","","University of California, Berkeley (BS)","1","","","","","maj.","1953-1956","Army","1","0","1","0","vv","vv","","","","","","","","","","",""
"790","Clinton","Democrat","Secretary of Labor","Robert B. Reich","Reich","1993-01-20","1997-01-20","","","","Dartmouth College (AB); Oxford University (MPHIL); Yale University (JD)","1","1","","1","","","","","1","0","0","0","uc","uc","","","","","","","","","","",""
"791","Clinton","Democrat","Secretary of Labor","Alexis Herman","Herman","1997-05-01","2001-01-20","","","","Edgewood College; Spring Hill College; Xavier University, Louisiana (BA); University of South Alabama","1","","","","","","","","0","0","1","0","85","13","","","","","","","","","","",""
"792","Clinton","Democrat","Secretary of Health and Human Services","Donna E. Shalala","Shalala","1993-01-22","2001-01-20","","","","Miami University (AB); Syracuse University (MA, PHD)","1","1","","","1","","","","0","0","0","0","uc","uc","","","","","","","","","","",""
"793","Clinton","Democrat","Secretary of Housing and Urban Development","Henry G. Cisneros","Cisneros","1993-01-22","1997-01-19","","","","Texas A&M University; College Station (BA, MA); Harvard University (MPA); Massachusetts Institute of Technology; George Washington University (DPA)","1","2","","","1","","","","1","0","1","0","uc","uc","","","","","","","","","","",""
"794","Clinton","Democrat","Secretary of Housing and Urban Development","Andrew M. Cuomo","Cuomo","1997-01-29","2001-01-20","","","","Fordham University (BA); Albany Law School (JD)","1","","","1","","","","","1","0","0","0","99","0","","","","","","","","","","",""
"795","Clinton","Democrat","Secretary of Transportation","Federico F. Peña","Peña","1993-01-21","1997-02-14","","","","University of Texas, Austin (BA, JD)","1","","","1","","","","","1","0","0","0","uc","uc","","","","","","","","","","",""
"796","Clinton","Democrat","Secretary of Transportation","Rodney Slater","Slater","1997-02-14","2001-01-20","","","","Eastern Michigan University (BS); University of Arkansas, Fayetteville (JD)","1","","","1","","","","","1","0","1","0","98","0","","","","","","","","","","",""
"797","Clinton","Democrat","Secretary of Energy","Hazel R. O'Leary","O'Leary","1993-01-22","1997-01-20","","","","Fisk University (BA); Rutgers University, Newark (JD)","1","","","1","","","","","0","0","1","0","uc","uc","","","","","","","","","","",""
"798","Clinton","Democrat","Secretary of Energy","Federico F. Peña","Peña","1997-03-12","1998-06-30","","","","University of Texas, Austin (BA, JD)","1","","","1","","","","","1","0","1","0","99","1","","","","","","","","","","",""
"799","Clinton","Democrat","Secretary of Energy","Bill Richardson","Richardson","1998-08-18","2001-01-20","","","","Tufts University (BA, MA)","1","1","","","","","","","1","0","1","0","vv","vv","","","","","","","","","","",""
"800","Clinton","Democrat","Secretary of Education","Richard W. Riley","Riley","1993-01-21","2001-01-20","","","","Furman University (BA); University of South Carolina, Columbia (LLB)","1","","","1","","lt. (jg)","1954-1956","Navy","1","0","0","0","uc","uc","","","","","","","","","","",""
"801","Clinton","Democrat","Secretary of Veterans' Affairs","Jesse Brown","Brown","1993-01-22","1997-07-03","","","","City Colleges of Chicago (grad.); Roosevelt University; Catholic University","1","","","","","cpl.","Vietnam War/1963-1966","Marines","1","0","1","0","uc","uc","Listed college as Kennedy-King Jr. Coll. in Sobel et al., but contradicted by LA Times obituary, which was preferred","","","","","","","","","",""
"802","Clinton","Democrat","Secretary of Veterans' Affairs","Togo D. West Jr.","West","1998-05-04","2000-07-10","","","","Howard University (BS, JD)","1","","","1","","capt.","1969-1973","Army","1","0","1","0","vv","vv","Incorrectly listed as BA in Sobel et al.","","","","","","","","","",""
"803","Clinton","Democrat","Secretary of Veterans' Affairs","Hershel Gober","Gober","2000-07-25","2001-01-20","","","","Alaska Pacific University (BA)","1","","","","","","","","1","0","0","0","acting","acting","","","","","","","","","","",""
"804","Clinton","Democrat","Director of the Office of Management and Budget","Jack Lew","Lew","1998-05-21","2001-01-19","","","","Harvard University (BA); Georgetown University (JD)","1","","","1","","","","","1","0","0","0","nr","nr","","","","","","","","","","",""
"805","Clinton","Democrat","Director of the Office of Management and Budget","Franklin Raines","Raines","1996-09-13","1998-05-21","","","","Harvard University (BA, JD); George Washington University","1","","","1","","","","","1","0","1","0","nr","nr","","","","","","","","","","",""
"806","Clinton","Democrat","Director of the Office of Management and Budget","Alice M. Rivlin","Rivlin","1994-10-17","1996-04-26","","","","Bryn Mawr College (BA); Harvard University (MA, PHD)","1","1","","","1","","","","0","0","0","0","nr","nr","","","","","","","","","","",""
"807","Clinton","Democrat","Director of the Office of Management and Budget","Leon E. Panetta","Panetta","1993-01-21","1994-10-01","","","","Santa Clara University (BA, LLB)","1","","","1","","1st lt.","1964-1966","Army","1","0","0","0","nr","nr","","","","","","","","","","",""
"808","Clinton","Democrat","Director of the Office of National Drug Control Policy","John Walters","Walters","1993-01-20","1993-07-19","","","","Michigan State University (BA); University of Toronto (MA)","1","1","","","","","","","1","0","0","0","acting","acting","","","","","","","","","","",""
"809","Clinton","Democrat","Director of the Office of National Drug Control Policy","Lee Brown","Brown","1993-07-19","1996-01-01","","","","California State University, Fresno (BS); San Jose State University (MA); University of California, Berkeley (MS, PHD)","1","2","","","1","","","","1","0","1","0","nr","nr","","","","","","","","","","",""
"810","Clinton","Democrat","Director of the Office of National Drug Control Policy","Barry McCaffrey","McCaffrey","1996-02-29","2001-01-20","","","","United States Military Academy (BS); American University (MA)","1","1","","","","gen.","1964-1996","Army","1","0","0","0","nr","nr","","","","","","","","","","",""
"811","Clinton","Democrat","Director of Central Intelligence","John M. Deutch","Deutch","1995-05-10","1996-12-15","","","","Amherst College (BS); Massachusetts Institute of Technology (MS, PHD)","1","1","","","1","","","","1","0","0","0","nr","nr","","","","","","","","","","",""
"812","Clinton","Democrat","Director of Central Intelligence","George J. Tenet","Tenet","1996-12-16","2001-01-20","","","","State University of New York, Cortland; Georgetown University (BS); Columbia University (MIA)","1","1","","","","","","","1","0","0","0","nr","nr","","","","","","","","","","",""
"813","Clinton","Democrat","Director of the Federal Emergency Management Agency","James Lee Witt","Witt","1993-04-05","2001-01-20","","","","no college","","","","","","","","","1","0","0","0","nr","nr","","","","","","","","","","",""
