"Key","Administration","Party","Department","Name","LastName","ServiceStart","ServiceEnd","DeptScandalFlag","ScandalFlag","ScandalDesc","EduDesc","Bachelors","Masters","MD","Law","Doctorate","MilitaryService","MilitaryDatesServed","MilitaryBranch","Gender","ForeignBorn","Minority","DiedOffice","SenateVotesFor","SenateVotesAgainst","NotesDiscrepancies","","","","","","","","","",""
"339","Benjamin Harrison","Republican","Secretary of the Navy","Benjamin F. Tracy","Tracy","1889-03-05","1893-03-03","","","","read law","","","","1","","brig. gen.","Civil War","Army","1","0","0","0","nr","nr","","","","","","","","","","",""
"340","Benjamin Harrison","Republican","Secretary of the Interior","John W. Noble","Noble","1889-03-05","1893-03-03","","","","Miami University; Yale University (grad.); Cincinnati Law School (grad.)","1","","","1","","brig. gen.","Civil War","Army","1","0","0","0","nr","nr","","","","","","","","","","",""
"341","Benjamin Harrison","Republican","Secretary of Agriculture","Jeremiah M. Rusk","Rusk","1889-03-05","1893-03-03","","","","no college","","","","","","brig. gen.","Civil War","Army","1","0","0","0","nr","nr","","","","","","","","","","",""
"342","Second Cleveland","Democrat","President","Grover Cleveland","Cleveland","1893-03-04","1897-03-03","","","","read law","","","","1","","","","","1","0","0","0","eo","eo","","","","","","","","","","",""
"343","Second Cleveland","Democrat","Vice President","Adlai Stevenson","Stevenson","1893-03-04","1897-03-03","","","","Illinois Wesleyan University; Centre College","","","","1","","","","","1","0","0","0","eo","eo","","","","","","","","","","",""
"344","Second Cleveland","Democrat","Secretary of State","Walter Q. Gresham","Gresham","1893-03-04","1895-05-28","","","","Indiana University, Bloomington","","","","1","","maj. gen.","Civil War","Army","1","0","0","1","nr","nr","","","","","","","","","","",""
"345","Second Cleveland","Democrat","Secretary of State","Richard Olney","Olney","1895-06-10","1897-03-03","","","","Brown University (grad.); Harvard University Law School (grad.)","1","","","1","","","","","1","0","0","0","nr","nr","","","","","","","","","","",""
"346","Second Cleveland","Democrat","Secretary of the Treasury","John G. Carlisle","Carlisle","1893-03-06","1897-03-03","","","","read law","","","","1","","","","","1","0","0","0","nr","nr","","","","","","","","","","",""
"347","Second Cleveland","Democrat","Secretary of War","Daniel S. Lamont","Lamont","1893-03-06","1897-03-03","","","","Union College","","","","","","","","","1","0","0","0","nr","nr","","","","","","","","","","",""
"348","Second Cleveland","Democrat","Attorney General","Richard Olney","Olney","1893-03-06","1895-06-08","","","","Brown University (grad.); Harvard University Law School (grad.)","1","","","1","","","","","1","0","0","0","nr","nr","","","","","","","","","","",""
"349","Second Cleveland","Democrat","Attorney General","Judson Harmon","Harmon","1895-06-08","1897-03-03","","","","Denison University (BA); Cincinnati Law School (LLB)","1","","","1","","","","","1","0","0","0","nr","nr","","","","","","","","","","",""
"350","Second Cleveland","Democrat","Postmaster General","Wilson S. Bissell","Bissell","1893-03-04","1895-03-01","","","","Yale University (grad.)","1","","","1","","","","","1","0","0","0","nr","nr","","","","","","","","","","",""
"351","Second Cleveland","Democrat","Postmaster General","William L. Wilson","Wilson","1895-03-01","1897-03-03","","","","George Washington University (grad.)","1","","","1","","","","","1","0","0","0","nr","nr","","","","","","","","","","",""
"352","Second Cleveland","Democrat","Secretary of the Navy","Hilary A. Herbert","Herbert","1893-03-06","1897-03-03","","","","University of Alabama (law deg.); University of Virginia","1","","","1","","","","","1","0","0","0","nr","nr","","","","","","","","","","",""
"353","Second Cleveland","Democrat","Secretary of the Interior","Hoke Smith","Smith","1893-03-06","1896-09-01","","","","read law","","","","1","","","","","1","0","0","0","nr","nr","","","","","","","","","","",""
"354","Second Cleveland","Democrat","Secretary of the Interior","David R. Francis","Francis","1896-09-01","1897-03-03","","","","Washington University, St. Louis (BA)","1","","","","","","","","1","0","0","0","nr","nr","","","","","","","","","","",""
"355","Second Cleveland","Democrat","Secretary of Agriculture","Julius Sterling Morton","Morton","1893-03-06","1897-03-03","","","","University of Michigan, Ann Arbor; Union College (BA)","1","","","","","","","","1","0","0","0","nr","nr","","","","","","","","","","",""
"356","McKinley","Republican","President","William McKinley","McKinley","1897-03-04","1901-09-14","","","","Allegheny College; Mount Union College ","","","","","","maj.","Civil War","Army","1","0","0","0","eo","eo","","","","","","","","","","",""
"357","McKinley","Republican","Vice President","Garret Hobart","Hobart","1897-03-04","1901-03-03","","","","Rutgers University (grad.)","1","","","","","","","","1","0","0","0","eo","eo","","","","","","","","","","",""
"358","McKinley","Republican","Vice President","Theodore Roosevelt","Roosevelt","1901-03-04","1901-09-14","","","","Harvard University (AB); Columbia Law School","1","","","","","col.","Spanish-American War","Army","1","0","0","0","eo","eo","","","","","","","","","","",""
"359","McKinley","Republican","Secretary of State","John Sherman","Sherman","1897-03-06","1898-04-27","","","","Kenyon College; read law","","","","1","","","","","1","0","0","0","nr","nr","","","","","","","","","","",""
"360","McKinley","Republican","Secretary of State","William R. Day","Day","1898-04-28","1898-09-16","","","","University of Michigan, Ann Arbor (BS)","1","","","1","","","","","1","0","0","0","nr","nr","","","","","","","","","","",""
"361","McKinley","Republican","Secretary of State","John Hay","Hay","1898-09-30","1901-09-14","","","","Illinois State University; Brown University (BA)","1","","","1","","","","","1","0","0","0","nr","nr","","","","","","","","","","",""
"362","McKinley","Republican","Secretary of the Treasury","Lyman J. Gage","Gage","1897-03-05","1901-09-14","","","","no college","","","","","","","","","1","0","0","0","nr","nr","","","","","","","","","","",""
"363","McKinley","Republican","Secretary of War","Russell A. Alger","Alger","1897-03-05","1899-08-01","","","","read law","","","","1","","maj. gen.","Civil War","Army","1","0","0","0","nr","nr","","","","","","","","","","",""
"364","McKinley","Republican","Secretary of War","Elihu Root","Root","1899-08-01","1901-09-14","","","","Hamilton College (grad.); New York University Law School (LLB)","1","","","1","","","","","1","0","0","0","nr","nr","","","","","","","","","","",""
"365","McKinley","Republican","Attorney General","Joseph McKenna","McKenna","1897-03-05","1898-01-25","","","","St. Joseph's College; Collegiate Institute at Benicia, California (grad.)","1","","","1","","","","","1","0","0","0","nr","nr","","","","","","","","","","",""
"366","McKinley","Republican","Attorney General","John W. Griggs","Griggs","1898-01-25","1901-04-05","","","","Lafayette College","","","","","","","","","1","0","0","0","nr","nr","","","","","","","","","","",""
"367","McKinley","Republican","Attorney General","Philander C. Knox","Knox","1901-04-05","1901-09-14","1","","Oregon land fraud scandal","West Virginia University; Mount Union College (BA)","1","","","1","","","","","1","0","0","0","nr","nr","BA Not listed in Sobel et al., but in Bigraphical Directory of the United States Congress","","","","","","","","","",""
"368","McKinley","Republican","Postmaster General","James A. Gary","Gary","1897-03-05","1898-04-21","","","","Allegheny College (BA)","1","","","","","","","","1","0","0","0","nr","nr","","","","","","","","","","",""
"369","McKinley","Republican","Postmaster General","Charles E. Smith","Smith","1898-04-21","1901-09-14","","","","Union College (grad.)","1","","","","","","","","1","0","0","0","nr","nr","","","","","","","","","","",""
"370","McKinley","Republican","Secretary of the Navy","John D. Long","Long","1897-03-05","1901-09-14","","","","Harvard University (grad.)","1","","","1","","","","","1","0","0","0","nr","nr","","","","","","","","","","",""
"371","McKinley","Republican","Secretary of the Interior","Cornelius N. Bliss","Bliss","1897-03-05","1898-12-21","","","","no college","","","","","","","","","1","0","0","0","nr","nr","","","","","","","","","","",""
"372","McKinley","Republican","Secretary of the Interior","Ethan A. Hitchcock","Hitchcock","1898-12-21","1901-09-14","","","","Harvard University (BA); George Washington University Law School (LLB, LLM) ","1","1","","1","","","","","1","0","0","0","nr","nr","","","","","","","","","","",""
"373","McKinley","Republican","Secretary of Agriculture","James Wilson","Wilson","1897-03-05","1901-09-14","","","","University of St Andrews; University of Glasgow; University of Edinburgh","","","","","","","","","1","1","0","0","nr","nr","","","","","","","","","","",""
"374","Theodore Roosevelt","Republican","President","Theodore Roosevelt","Roosevelt","1901-09-14","1909-03-03","","","","Harvard University (AB); Columbia Law School","1","","","","","col.","Spanish-American War","Army","1","0","0","0","eo","eo","","","","","","","","","","",""
"375","Theodore Roosevelt","Republican","Vice President","Charles W. Fairbanks","Fairbanks","1901-09-14","1909-03-03","","","","Ohio Wesleyan University (grad.)","1","","","","","","","","1","0","0","0","eo","eo","","","","","","","","","","",""
"376","Theodore Roosevelt","Republican","Secretary of State","John Hay","Hay","1901-09-14","1905-07-01","","","","Illinois State University; Brown University (BA)","1","","","1","","","","","1","0","0","1","pa","pa","","","","","","","","","","",""
"377","Theodore Roosevelt","Republican","Secretary of State","Elihu Root","Root","1905-07-19","1909-01-27","","","","Hamilton College (grad.); New York University Law School (LLB)","1","","","1","","","","","1","0","0","0","nr","nr","","","","","","","","","","",""
"378","Theodore Roosevelt","Republican","Secretary of State","Robert Bacon","Bacon","1909-01-27","1909-03-03","","","","Harvard University (grad.)","1","","","","","lt. col.","World War I","Army","1","0","0","0","nr","nr","","","","","","","","","","",""
"379","Theodore Roosevelt","Republican","Secretary of the Treasury","Lyman J. Gage","Gage","1901-09-14","1902-01-09","","","","no college","","","","","","","","","1","0","0","0","pa","pa","","","","","","","","","","",""
"380","Theodore Roosevelt","Republican","Secretary of the Treasury","Leslie M. Shaw","Shaw","1902-01-09","1907-03-04","","","","Cornell College (grad.); Iowa College of Law","1","","","1","","","","","1","0","0","0","nr","nr","","","","","","","","","","",""
"381","Theodore Roosevelt","Republican","Secretary of the Treasury","George B. Cortelyou","Cortelyou","1907-03-04","1909-03-03","","","","Massachusetts State Normal School; Georgetown University (LLB); George Washington University (LLM)","1","","","1","","","","","1","0","0","0","nr","nr","","","","","","","","","","",""
"382","Theodore Roosevelt","Republican","Secretary of War","Elihu Root","Root","1901-09-14","1904-02-01","","","","Hamilton College (grad.); New York University Law School (LLB)","1","","","1","","","","","1","0","0","0","pa","pa","","","","","","","","","","",""
"383","Theodore Roosevelt","Republican","Secretary of War","William Howard Taft","Taft","1905-03-04","1908-07-01","","","","Yale University (BA); University of Cincinnati (LLB)","1","","","1","","","","","1","0","0","0","nr","nr","","","","","","","","","","",""
"384","Theodore Roosevelt","Republican","Secretary of War","Luke E. Wright","Wright","1908-07-01","1909-03-03","","","","University of Mississippi","","","","1","","","","","1","0","0","0","nr","nr","","","","","","","","","","",""
"385","Theodore Roosevelt","Republican","Attorney General","Philander C. Knox","Knox","1901-09-14","1904-07-01","","","","West Virginia University; Mount Union College (BA)","1","","","1","","","","","1","0","0","0","pa","pa","BA Not listed in Sobel et al., but in Bigraphical Directory of the United States Congress","","","","","","","","","",""
"386","Theodore Roosevelt","Republican","Attorney General","William H. Moody","Moody","1905-03-04","1906-12-12","","","","Harvard University (BA)","1","","","1","","","","","1","0","0","0","nr","nr","","","","","","","","","","",""
"387","Theodore Roosevelt","Republican","Attorney General","Charles J. Bonaparte","Bonaparte","1906-12-12","1909-03-03","","","","Harvard University (grad.); Harvard University Law School (law deg.)","1","","","1","","","","","1","0","0","0","nr","nr","","","","","","","","","","",""
"388","Theodore Roosevelt","Republican","Postmaster General","Charles E. Smith","Smith","1901-09-14","1901-12-17","","","","Union College (grad.)","1","","","","","","","","1","0","0","0","pa","pa","","","","","","","","","","",""
"389","Theodore Roosevelt","Republican","Postmaster General","Henry C. Payne","Payne","1902-01-09","1904-10-04","","","","no college","","","","","","","","","1","0","0","1","nr","nr","","","","","","","","","","",""
